Actor,Movies
Álex Pina,"['Three Steps Above Heaven', 'I Want You']"
Topher Osborn,['Honor Society']
Angourie Rice,"['Honor Society', 'Walking with Dinosaurs 3D', 'The Nice Guys', 'Senior Year', 'Every Day']"
Gaten Matarazzo,['Honor Society']
Armani Jackson,['Honor Society']
Oran Zegman,['Honor Society']
David A. Goodman,['Honor Society']
Michael Lewen,"['Honor Society', 'Hello, Goodbye and Everything in Between']"
Daniel Markovich,['Honor Society']
Ben Zeadman,['Honor Society']
A. Karunakaran,"['Darling', 'Sabse Badhkar Hum', 'Dangerous Khiladi 5', 'Sabse Badhkar Hum 3', 'Supreme Khiladi 2']"
Chris Castaldi,['The Gray Man']
Ana de Armas,"['The Gray Man', 'Blonde', 'Blade Runner 2049', 'Overdrive', 'Deep Water', 'No Time to Die', 'Por un puñado de besos', 'Knock Knock', 'Exposed', 'Wasp Network', 'The Night Clerk', 'Sergio', 'Knives Out']"
Anthony Russo,"['The Gray Man', 'Captain America: Maha Dabang', 'Captain America: Civil War', 'Avengers: Infinity War', 'अवेंजर्स: एंडगेम', 'Everything Everywhere All at Once', 'Extraction', 'Cherry', 'Mosul']"
Mark Greaney,['The Gray Man']
Oaklee Pendergast,['The Impossible']
J.A. Bayona,"['The Impossible', 'A Monster Calls', 'Jurassic World: Dehsheth Mein Saltanat', 'Jurassic World: Fallen Kingdom']"
Sergio G. Sánchez,"['The Impossible', 'Palm Trees in the Snow', 'Marrowbone']"
María Belón,['The Impossible']
Alexander Reid,['The U Movie']
Tommy Douglas,['The U Movie']
Peter Reid,['The U Movie']
Chris Bilton,['The U Movie']
Beck Rainford,['Wreckers']
Shaun Evans,['Wreckers']
Peter McDonald,['Wreckers']
Dictynna Hood,['Wreckers']
Simon Onwurah,['Wreckers']
Andrew Lovett,['Wreckers']
Annemarie Lean-Vercoe,['Wreckers']
Claire Pringle,['Wreckers']
Maryann Brandon,['Super 8']
AJ Michalka,['Super 8']
Marianne Bakke,"['Turn Me On, Dammit!']"
Helene Bergsholm,"['Turn Me On, Dammit!']"
Malin Bjørhovde,"['Turn Me On, Dammit!']"
Henriette Steenstrup,"['Turn Me On, Dammit!']"
Beate Støfring,"['Turn Me On, Dammit!']"
Jannicke Systad Jacobsen,"['Turn Me On, Dammit!']"
Olaug Nilssen,"['Turn Me On, Dammit!']"
Sigve Endresen,"['Turn Me On, Dammit!', 'Blind']"
Brede Hovland,"['Turn Me On, Dammit!']"
Ginge Anvik,"['Turn Me On, Dammit!', 'Homesick', 'The Ash Lad: In the Hall of the Mountain King']"
M.S. Prabhu,"['Sura', 'Nadhi', 'Nagesh Thiraiyarangam', 'Rowdy Rakshak', 'Kaappaan']"
S.P. Rajkumar,['Sura']
Mayank Jain,"['Sura', 'The Fighterman Singham', 'The Real Leader', 'Jamai Raja', 'Thuppakki', 'सीताम्मा वकिट्टलो सिरिमल्ले चेट्टू', 'सीताम्मा वकित्लो सिरिमल्ले चेट्टू', 'Sabse Badhkar Hum 2', 'Yevadu', 'The Return of Rebel', 'Bhaigiri', 'Simha 2', 'Mirchi', 'Jabardast Aashiq', 'Policewala Gunda 2', 'Heart Attack 2', 'Mar Mitenge 2', 'Bhaigiri 2', 'Yevadu 2', 'Hebbuli', 'Bunny the Perfect Gentleman', 'Anokha Rishta', 'Paayum Puli', 'Main Hoon Rakshak', 'Jersey', 'Jeene Nahi Doonga 2', 'Rowdy Hero 2', 'Janta Garage', 'Bhairava', 'Santhu Straight Forward', 'Rambo Straight Forward', 'Winner', 'Shoorveer', 'Jai Lava Kusa', 'The Power of 3 - Jai Luv Kush', 'Sketch', 'Vivegam', 'Rowdy Rajkumar 2', 'Goutham Nanda', 'No. 1 Dilwala', 'Vunnadhi Okate Zindagi']"
Krishnakumar,['Main Hoon Wanted']
Pranitha,"['Main Hoon Wanted', 'Rowdy Leader', 'Daring Baaz', 'अथार्न्तिकी दारेदी', 'The Super Khiladi 2', 'Brahmotsavam', 'Gemini Ganeshanum Suruli Raajanum', 'Dumdaar Khiladi', 'Hello Guru Prema Kosame', 'Hungama 2']"
Puri Jagannadh,"['Main Hoon Wanted', 'Golimar', 'JGM (JanaGanaMana)', 'Bhuddah Hoga Tera Baap', 'Business Man', 'No. 1 Businessman', 'Mera Target', 'Dadagiri', 'Dangerous Khiladi 2', 'Liger', 'Temper', 'Rangbaaz', 'Loafer', 'Tabahi Zulm Ki', 'Rogue', 'Hero the Action Man 2', 'Paisa Vasool', 'Simmba', 'Mehbooba', 'iSmart Shankar', 'Romantic', 'Vasco: The Rebel']"
B.A. Madhu,['Main Hoon Wanted']
Dattatreya Bachhe Gowda,['Main Hoon Wanted']
Norton Herrick,"['Wire Room', 'Very Good Girls']"
Oliver Trevena,['Wire Room']
Brandon Stiefer,['Wire Room']
Jagdish Chauhan,['Vijayi Bhav']
Prakash Chauhan,['Vijayi Bhav']
Pooja Jaiswal,['Vijayi Bhav']
Vinayak Ketkar,['Vijayi Bhav']
Shailesh Patel,['Vijayi Bhav']
Atul Sonar,['Vijayi Bhav']
Kirtan Gordhan Patel,['Vijayi Bhav']
Kabir Shakya,['Vijayi Bhav']
Nimesh Shrestha,"['Kabaddi 4: The Final Match', 'कबड्डी ४']"
Dayahang Rai,"['Kabaddi 4: The Final Match', 'कबड्डी ४', 'लुट', 'कबड्डी']"
Saugat Malla,"['Kabaddi 4: The Final Match', 'कबड्डी ४', 'लुट']"
Miruna Magar,"['Kabaddi 4: The Final Match', 'कबड्डी ४']"
Sarada Adhikari,"['Kabaddi 4: The Final Match', 'कबड्डी ४']"
Ram Babu Gurung,"['Kabaddi 4: The Final Match', 'कबड्डी ४', 'कबड्डी']"
Upendra Subba,"['Kabaddi 4: The Final Match', 'कबड्डी ४']"
Bishal Gurung,"['Kabaddi 4: The Final Match', 'कबड्डी ४']"
Anupam Sharma,"['Kabaddi 4: The Final Match', 'कबड्डी ४']"
Shailendra D. Karki,"['Kabaddi 4: The Final Match', 'कबड्डी ४', 'Acharya', 'आचार्य']"
Jung Hyun-jun,['Special Delivery']
Park So-dam,['Special Delivery']
Heo Dong-won,"['Special Delivery', 'Christmas Carol']"
Kim Eui-sung,"['Special Delivery', 'Alienoid', ""The Exclusive: Beat the Devil's Tattoo"", 'Golden Slumber', 'Steel Rain']"
Jo Hee-Bong,['Special Delivery']
Dae-min Park,['Special Delivery']
Seoung-Hwan Ju,['Special Delivery']
Jae-sik Hong,"['Special Delivery', 'Confidential Assignment 2: International']"
Sun-Min Kim,"['Special Delivery', 'No Mercy', 'Slow Video', 'The Treacherous']"
Leo Chiang,"['Girl in the Shed: The Kidnapping of Abby Hernandez', ""Let's Get Physical""]"
David Beairsto,['Girl in the Shed: The Kidnapping of Abby Hernandez']
Bethany Brown,['Girl in the Shed: The Kidnapping of Abby Hernandez']
Lisa Chandler,['Girl in the Shed: The Kidnapping of Abby Hernandez']
Claudia Chen,['Girl in the Shed: The Kidnapping of Abby Hernandez']
Jessica Harmon,['Girl in the Shed: The Kidnapping of Abby Hernandez']
Michael Vickerman,['Girl in the Shed: The Kidnapping of Abby Hernandez']
Kevin Blumenfeld,"['Girl in the Shed: The Kidnapping of Abby Hernandez', 'Killer Under the Bed']"
Mike Kam,['Girl in the Shed: The Kidnapping of Abby Hernandez']
Devin Taylor,['Girl in the Shed: The Kidnapping of Abby Hernandez']
Kaixiang Huang,['Giohazard']
Guo Weijie,['Giohazard']
Fan Xiaodong,['Giohazard']
Vicki Pepperdine,['Goodbye Christopher Robin']
Frank Cottrell Boyce,"['Goodbye Christopher Robin', 'The Railway Man']"
Simon Vaughan,['Goodbye Christopher Robin']
Steve Christian,['Goodbye Christopher Robin']
Chalad Muangjun,['Ong-bak 3']
Dan Chupong,"['Ong-bak 3', 'Vengeance of an Assassin']"
Sarunyu Wongkrachang,['Ong-bak 3']
Primrata Dej-Udom,['Ong-bak 3']
Panna Rittikrai,"['Ong-bak 3', 'Vengeance of an Assassin']"
Tech Akarapol,['Ong-bak 3']
Terdsak Janpan,['Ong-bak 3']
Nattawut Kittikhun,"['Ong-bak 3', 'Vengeance of an Assassin']"
Saravuth Nakajad,"['Ong-bak 3', 'Vengeance of an Assassin']"
Tony Sigimon,['Vellarikkapattanam 2022']
Janvi Byjuu,['Vellarikkapattanam 2022']
Jayan Cherthala,"['Vellarikkapattanam 2022', 'P.K. Rosy', 'Kallanum Bhagavathiyum']"
M.R. Gopakumar,"['Vellarikkapattanam 2022', 'EMI']"
Sajan Palluruthy,['Vellarikkapattanam 2022']
Maneesh Kurup,['Vellarikkapattanam 2022']
Gouri Pillai,['Vellarikkapattanam 2022']
Jayakumar Parameshwaran Pillai,['Vellarikkapattanam 2022']
Kochu Preman,['Vellarikkapattanam 2022']
Rakesh Sethu,['R23 Criminals Diary']
Goutham Raghavendra,['R23 Criminals Diary']
Ramasubramanian Rajkumar,['R23 Criminals Diary']
Gokul Krishna,"['R23 Criminals Diary', 'आहा कल्याणम']"
Jega,['R23 Criminals Diary']
Jakir Khan,"['Tu Star Chhe', 'Camera Ka Kamaal', 'Beech Mein Mat Bol']"
Kamlesh Parmar,['Tu Star Chhe']
Kiran Parmar,['Tu Star Chhe']
Alpesh Solanki,['Tu Star Chhe']
Ahsan Ahmed,"['Tu Star Chhe', 'Petipack']"
Lily Fisher,['Blonde']
Julianne Nicholson,"['Blonde', 'Togo', 'I, Tonya']"
Tygh Runyan,['Blonde']
Andrew Dominik,"['Blonde', 'Killing Them Softly']"
Joyce Carol Oates,"['Blonde', 'Double Lover']"
Tracey Landon,['Blonde']
Miguel Markin,['Once I Was']
Adir Miller,['Once I Was']
Maya Dagan,['Once I Was']
Dror Keren,['Once I Was']
Tuval Shafir,['Once I Was']
Amir Gutfreund,['Once I Was']
Philippe Sarde,['Once I Was']
Isaac Sehayek,['Once I Was']
Lee Toland Krieger,['The Age of Adaline']
J. Mills Goodloe,"['The Age of Adaline', 'The Best of Me', 'The Mountain Between Us', 'Everything, Everything', 'To All the Boys: P.S. I Still Love You']"
Salvador Paskowitz,['The Age of Adaline']
Laurence Bennett,['The Artist']
James Cromwell,['The Artist']
Thomas Langmann,"['The Artist', 'Maniac', 'One Wild Moment', 'À fond']"
Ludovic Bource,['The Artist']
Guillaume Schiffman,"['The Artist', 'The Translators']"
Anne-Sophie Bion,['The Artist']
José María Yazpik,"['There Are No Saints', 'The Obscure Spring']"
Shannyn Sossamon,"['There Are No Saints', 'Grimcutty', 'Sinister 2']"
Alfonso Pineda Ulloa,['There Are No Saints']
Jose Martinez Jr.,['There Are No Saints']
David Moritz,['Wanderlust']
David Wain,"['Wanderlust', 'दे केम टूगेदर']"
Craig Wedren,"['Wanderlust', 'Afternoon Delight', 'दे केम टूगेदर']"
Michael Bonvillain,['Wanderlust']
Priyan,"['The Fighterman Singham', 'Super Hero Shahenshah', 'Singham 2', 'Himmatwar', 'Singam 3', 'Saamy Square']"
Mahesh Ramanathan,"['The Fighterman Singham', 'Bhai - Mera Big Brother', 'Sahasam', 'Manam', 'Dayaalu', 'Daring Baaz', 'अथार्न्तिकी दारेदी', 'Mahapurush O Kapurush', 'Boss', 'Chotushkone']"
Frédéric Thoraval,['Safe']
Catherine Chan,['Safe']
Chris Sarandon,['Safe']
Robert John Burke,"['Safe', 'Intrusion', 'घर पर हमला']"
Stefan Czapsky,"['Safe', 'Max']"
Jingyi Zhang,['Hidden Blade']
Tony Leung Chiu-wai,"['Hidden Blade', 'Shang-Chi and the Legend of the Ten Rings']"
Yibo Wang,"['Hidden Blade', 'Born to Fly']"
Lei Huang,['Hidden Blade']
Hiroyuki Mori,['Hidden Blade']
Er Cheng,['Hidden Blade']
Na Wu,['Hidden Blade']
Chengpeng Dong,"['Hidden Blade', 'Impossible', 'The Thousand Faces of Dunjia']"
Chuanjun Wang,['Hidden Blade']
Shuying Jiang,['Hidden Blade']
Paul Ritchie,['The Decoy Bride']
David Tennant,"['The Decoy Bride', 'What We Did on Our Holiday', 'Bad Samaritan', 'The Loud House']"
Sheree Folkson,['The Decoy Bride']
Neil Jaworski,['The Decoy Bride']
Craig Walker,['Colombiana']
Michael Vartan,"['Colombiana', 'Within']"
Callum Blue,['Colombiana']
Ariel Zeitoun,"['Colombiana', 'Miss Sloane']"
Peter Phok,['Dear Zoe']
Jessica Capshaw,['Dear Zoe']
Philip Beard,['Dear Zoe']
Marc Lhormer,['Dear Zoe']
Melissa Martin,['Dear Zoe']
Brenda Lhormer,['Dear Zoe']
Tereza Nejedlá,['Borders of Love']
Hana Vagnerová,['Borders of Love']
Matyás Reznícek,['Borders of Love']
Eliska Krenková,['Borders of Love']
Tomasz Winski,['Borders of Love']
Katerina Jandácková,['Borders of Love']
Kasha Jandácková,['Borders of Love']
Petra Hulová,['Borders of Love']
Jiri Konecny,['Borders of Love']
Vasundhara Kashyap,"['Thalaikoothal', 'Aisi Deewangi']"
Katha Nandi,['Thalaikoothal']
Jayaprakash Radhakrishnan,"['Thalaikoothal', 'Lens', 'Vanjagar Ulagam']"
Martin Donraj,['Thalaikoothal']
Kulothungan Udayakumar,"['Thalaikoothal', 'Lens']"
Todd Bryanton,"['The Tall Man', 'Dangerous', 'Cagefighter', 'The Humanity Bureau']"
Jodelle Ferland,['The Tall Man']
William B. Davis,['The Tall Man']
Pascal Laugier,"['The Tall Man', 'Ghostland']"
Kevin DeWalt,"['The Tall Man', 'Dangerous', 'Endless', 'The Humanity Bureau', 'Daughter of the Wolf']"
Scott Kennedy,"['The Tall Man', 'Ghostland']"
Dhvanit Thaker,['Petipack']
Nainesh Shah,['Petipack']
Stephen Chbosky,"['The Perks of Being a Wallflower', 'Wonder', 'Beauty and the Beast', 'Dear Evan Hansen']"
Lambert Wilson,"['The Odyssey', '5 to 7', 'Mrs. Harris Goes to Paris', 'पेंगुइन 2 मार्च: अगला कदम', 'The Translators', 'Benedetta']"
Pierre Niney,"['The Odyssey', 'It Boy']"
Audrey Tautou,['The Odyssey']
Jean-Michel Cousteau,['The Odyssey']
Albert Falco,['The Odyssey']
Yves Paccalet,['The Odyssey']
Hafsia Herzi,"['House of Tolerance', 'Sex Doll']"
Céline Sallette,"['House of Tolerance', 'A Burning Hot Summer', 'Rust and Bone']"
Bertrand Bonello,['House of Tolerance']
Kristina Larsen,['House of Tolerance']
Fabrice Rouaud,"['House of Tolerance', 'Too Close to Our Son']"
Alain Guffroy,['House of Tolerance']
Rakendu Mouli,"['Half Stories', 'Mujrim Na Kehna']"
Siva Kesanakurthi,['Half Stories']
M. Sudhakar Reddy,['Half Stories']
Chaitanya Kandula,['Half Stories']
Selva Kumar,"['Half Stories', 'Raaj Kahani']"
Mark Pugh,['X: Night of Vengeance']
Viva Bianca,['X: Night of Vengeance']
Hanna Mangan Lawrence,"['X: Night of Vengeance', 'Red Dog: True Blue', 'Sweetheart']"
Peter Docker,['X: Night of Vengeance']
Stephen Phillips,['X: Night of Vengeance']
Jon Hewitt,['X: Night of Vengeance']
Belinda McClory,['X: Night of Vengeance']
Lizzette Atkins,['X: Night of Vengeance']
David Franzke,['X: Night of Vengeance']
Byron Joel Scullin,['X: Night of Vengeance']
Arie Thompson,"['War of the Worlds: Annihilation', '4 Horsemen: Apocalypse']"
Rashod Freelove,['War of the Worlds: Annihilation']
Maximilian Elfeldt,"['War of the Worlds: Annihilation', 'Dracula: The Original Living Vampire', 'End of the World']"
Conor Dowling,['War of the Worlds: Annihilation']
Kass Miller,['Game of Love']
Jon Blaq,['Game of Love']
Paul Douglas,['Game of Love']
Ty Durden,['Game of Love']
Caranita Harrelson,['Game of Love']
Micah Lorick,['Game of Love']
Marlin Rice,['Game of Love']
James M. Holmes,['Game of Love']
Renaissance Jones,['Game of Love']
Carlos Massey,['Game of Love']
Allison Shearmur,"['Cinderella', 'Chaos Walking', 'Nerve']"
Richard Madden,"['Cinderella', 'Rocketman', 'The take', 'Eternals']"
Dimitrije Jokovic,"[""Daddy's Girl""]"
Jemma Dallender,"[""Daddy's Girl"", 'I Spit on Your Grave 2', 'सुपारी']"
Britt McKillip,"[""Daddy's Girl""]"
Julian Richards,"[""Daddy's Girl""]"
Timothy Hill,"[""Daddy's Girl""]"
Sean Hogan,"[""Daddy's Girl""]"
R.P. Khemanand,"[""Daddy's Girl""]"
Holly Amber Church,"[""Daddy's Girl""]"
Jeong-heon Lee,['No Mercy']
Seung-beom Ryu,"['No Mercy', 'The Servant']"
Hye-jin Han,['No Mercy']
Ji-ru Sung,['No Mercy']
Hyeong-Joon Kim,['No Mercy']
Woo-Suk Kang,"['No Mercy', 'Iggi']"
Woo-hyung Kim,['No Mercy']
Nam Kyung-eub,['No Mercy']
Mary Parent,"['The Revenant', 'Pacific Rim', 'Noah', 'Monster Trucks', 'Godzilla 2: King of the Monsters', 'Godzilla: King of The Monsters']"
Michael Punke,['The Revenant']
Rinko Kikuchi,"['Pacific Rim', 'Terra Formars']"
Victoria Moss,['Nude Study']
Kathryn Foran,['Nude Study']
Jackie Alixander,['Nude Study']
Matthew Fulton,['Nude Study']
Stefan Popescu,['Nude Study']
Katherine Berger,['Nude Study']
Hugo Race,['Nude Study']
Naomi Radomishelski,['Nude Study']
Nathan Martin,['Nude Study']
Sourabh Mishra,['Lazarus Herofication']
Abhishek Hazari,['Lazarus Herofication']
Vinay Kumar,['Lazarus Herofication']
Dev Khajuriya,['Lazarus Herofication']
Kashi Devi,['Lazarus Herofication']
Vinay Shankar,['Lazarus Herofication']
Arun Kumar Sharma,['Lazarus Herofication']
Santosh Sivan,"['Raavanan', 'Ek Yodha Shoorveer', 'Majra', 'Thuppakki', 'Moha', 'Sapthamashree Thaskaraha', 'Anuraga Karikkin Vellam', 'The Great Father', 'Aakhri Chaal Ab Kaun Bachega', 'Jack N Jill', 'Darbar']"
Shatrughan Sinha,"['Rakht Charitra', 'Rakhta Charitra 2']"
Shyamraj Dutta,['Rakht Charitra']
Christina Schaffer,['Hot Hot Hot']
Rob Stanley,['Hot Hot Hot']
Joanna Scanlan,['Hot Hot Hot']
Gary Cady,['Hot Hot Hot']
Amber Doyle,['Hot Hot Hot']
Beryl Koltz,['Hot Hot Hot']
Claude Waringo,['Hot Hot Hot']
Jako Raybaut,['Hot Hot Hot']
Amine Jaber,['Hot Hot Hot']
Eilon Ratzkovsky,"['Naomi', 'Beyond the Mountains and Hills']"
Nahman Ashkenazi,['Naomi']
Abraham Celektar,['Naomi']
Ruth Geller,['Naomi']
Suhel Haddad,['Naomi']
Eitan Zur,['Naomi']
Edna Mazia,['Naomi']
Guy Jacoel,"['Naomi', 'Beyond the Mountains and Hills']"
Yochanan Kredo,"['Naomi', 'Beyond the Mountains and Hills']"
Elie Meirovitz,['Naomi']
Sid Makkar,"['Turning Thirty', 'Barun Rai and the House on the Cliff']"
Jeneva Talwar,['Turning Thirty']
Alankrita Shrivastava,"['Turning Thirty', 'Lipstick Under My Burkha', 'Dolly Kitty Aur Woh Chamakte Sitare']"
Goutam Raam,['Turning Thirty']
Suhas Shetty,['Turning Thirty']
Peck Prior,"['वैम्पायरस सक', 'Superfast!']"
Jenn Proske,['वैम्पायरस सक']
Matt Lanter,['वैम्पायरस सक']
Diedrich Bader,"['वैम्पायरस सक', 'Weird: The Al Yankovic Story']"
Chris Riggi,['वैम्पायरस सक']
Jason Friedberg,"['वैम्पायरस सक', 'Superfast!']"
Aaron Seltzer,"['वैम्पायरस सक', 'Superfast!']"
Shawn Maurer,"['वैम्पायरस सक', 'Thunderstruck', 'Superfast!']"
Chakri,"['Golimar', 'Jaanbaaz Ki Jung', 'Rey', 'The Return of Lion', 'Mera Samrajya', 'Laddu Babu']"
Mae Whitman,['The Duff']
Robbie Amell,"['The Duff', 'The Babysitter', 'Nine Lives', 'ARQ', 'Code 8', 'Resident Evil: Welcome to Raccoon City']"
Ari Sandel,"['The Duff', 'Goosebumps 2: Haunted Halloween', 'When We First Met']"
Josh A. Cagan,['The Duff']
Kody Keplinger,['The Duff']
Susan Cartsonis,"['The Duff', 'True Spirit', 'Carrie Pilby']"
Puja Gupta,['F.A.L.T.U']
Remo D'Souza,"['F.A.L.T.U', 'ABCD (Any Body Can Dance)', 'ABCD 2: Any Body Can Dance 2', 'A Flying Jatt', 'Race 3', 'Nawabzaade', 'Street Dancer 3D']"
Vipul Binjola,"['F.A.L.T.U', 'Shimla Mirchi']"
Manasa Radhakrishnan,"['Highway', 'Vikadakumaran', 'Sakala Kalasala']"
Sai Kiran,"['Highway', 'Masooda']"
Venkat Talari,['Highway']
Nathan Lane,"['Mirror Mirror', 'Carrie Pilby']"
Marc Klein,"['Mirror Mirror', 'The in Between']"
Michael Schiffer,['The Painted Bird']
Petr Kotlár,['The Painted Bird']
Nina Sunevic,['The Painted Bird']
Alla Sokolova,['The Painted Bird']
Stanislav Bilyi,['The Painted Bird']
Václav Marhoul,['The Painted Bird']
Jerzy Kosinski,['The Painted Bird']
Tom Abrams,['The Painted Bird']
Ludek Hudec,['The Painted Bird']
Václav Sasek,['The Painted Bird']
Martin Moszkowicz,"['3096 Tage', 'Monster Hunter']"
Thure Lindhardt,['3096 Tage']
Amelia Pidgeon,['3096 Tage']
Sherry Hormann,['3096 Tage']
Ruth Toma,['3096 Tage']
Natascha Kampusch,['3096 Tage']
Peter Reichard,['3096 Tage']
Chae Kyoung-sun,"[""The Policeman's Lineage""]"
Cho Jin-woong,"[""The Policeman's Lineage"", 'The Admiral: Roaring Currents', 'A Hard Day', 'Bluebeard', 'The Spy Gone North']"
Hee-soon Park,"[""The Policeman's Lineage"", 'V.I.P.']"
Kwon Yul,"[""The Policeman's Lineage""]"
Kyu-maan Lee,"[""The Policeman's Lineage""]"
Bae Young-Ik,"[""The Policeman's Lineage""]"
Han-seung Lee,"[""The Policeman's Lineage"", 'The Tower']"
Guk-hyun Kang,"[""The Policeman's Lineage""]"
Sandeep-Surya,"['Bhindi Baazaar Inc.', 'Bhindi Baazaar']"
Adil Feroz Khan,"['Bhindi Baazaar Inc.', 'Bhindi Baazaar']"
Ankush Bhatt,"['Bhindi Baazaar Inc.', 'Bhindi Baazaar', 'Mumbai Mirror']"
Ghalib Asad Bhopali,"['Bhindi Baazaar Inc.', 'Bhindi Baazaar', 'Mumbai Mirror', 'Babumoshai Bandookbaaz']"
Kapil Gulati,"['Bhindi Baazaar Inc.', 'Bhindi Baazaar']"
Karan Arora,"['Bhindi Baazaar Inc.', 'Bhindi Baazaar', 'Kya Dilli Kya Lahore', 'Charlie Kay Chakkar Mein']"
Abhishek Mahavir,"['Bhindi Baazaar Inc.', 'Bhindi Baazaar']"
Sammir Dattani,"['I Hate Luv Storys', 'Daringbaaz Aashiq', 'Kutty']"
Punit Malhotra,"['I Hate Luv Storys', 'Student of the Year 2']"
Siby K. Thomas,"['Ek Boss Thhe Raja', 'Sabse Badi Hera Pheri 2', 'Boss', 'Kammath & Kammath']"
Tommichan Mulakupadam,"['Ek Boss Thhe Raja', 'Pulimurugan']"
Jafar Panahi,"['This Is Not a Film', 'No Bears', 'No End']"
Igi,['This Is Not a Film']
Mrs. Gheirat,['This Is Not a Film']
Mojtaba Mirtahmasb,['This Is Not a Film']
Yousef Panahi,['This Is Not a Film']
Sohini Sarkar,"['Ananta', 'Abar Bibaho Obhijaan', 'हर हर ब्योमकेश', 'Byomkesh Pawrbo', 'Happy Pill']"
